signal_type,window_id,split,model,auc,accuracy,precision,recall,f1,macro_f1,weighted_f1,mfe_mae_mae,mae_mae,mfe_rmse,mae_rmse,mfe_r2,mae_r2
breakout_pullback_continuation,0,train,mfe_mae,,,,,,,,1.4195602949518826,0.3109561226559966,2.0538115717444367,0.4011594912745928,0.5849695687284024,0.705861161235062
breakout_pullback_continuation,0,valid,trade_filter,0.8955347871235722,0.8026315789473685,0.6027397260273972,0.9777777777777777,0.7457627118644068,,,,,,,,
breakout_pullback_continuation,0,valid,regime_classifier,,1.0,,,,1.0,1.0,,,,,,
breakout_pullback_continuation,0,valid,mfe_mae,,,,,,,,2.080882973991302,0.8158800567862978,2.341699477467734,1.4149742254559918,-0.7578636137316941,-0.21898633818880509
breakout_pullback_continuation,0,test,trade_filter,0.8703661844484629,0.7853403141361257,0.7209302325581395,0.7848101265822784,0.7515151515151515,,,,,,,,
breakout_pullback_continuation,0,test,regime_classifier,,0.9947643979057592,,,,0.6652110625909753,0.9921580283042594,,,,,,
breakout_pullback_continuation,0,test,mfe_mae,,,,,,,,1.6260967515505185,0.6711972147067014,2.069887417570943,0.8790061729763494,-0.22726996502511176,-0.3842891116869318
breakout_pullback_continuation,1,train,trade_filter,1.0,1.0,1.0,1.0,1.0,,,,,,,,
breakout_pullback_continuation,1,train,regime_classifier,,0.99644128113879,,,,0.6649746192893401,0.9946709539895587,,,,,,
breakout_pullback_continuation,1,train,mfe_mae,,,,,,,,1.0369049913119344,0.3980854363931642,1.5384996718142472,0.758062139753343,0.6613315257793652,0.5032245165739317
breakout_pullback_continuation,1,valid,trade_filter,0.8977169981916817,0.7172774869109948,0.8378378378378378,0.3924050632911392,0.5344827586206896,,,,,,,,
breakout_pullback_continuation,1,valid,regime_classifier,,0.9947643979057592,,,,0.6652110625909753,0.9921580283042594,,,,,,
breakout_pullback_continuation,1,valid,mfe_mae,,,,,,,,1.484225729278486,0.5769922701410274,2.0833567681121727,0.7440156605641374,-0.2432943281595783,0.0082388155403883
breakout_pullback_continuation,1,test,trade_filter,0.83399209486166,0.7555555555555555,0.7307692307692307,0.8260869565217391,0.7755102040816326,,,,,,,,
breakout_pullback_continuation,1,test,regime_classifier,,1.0,,,,1.0,1.0,,,,,,
breakout_pullback_continuation,1,test,mfe_mae,,,,,,,,1.5559335033384822,0.6881802719249601,1.907326229000855,0.8647406592859432,-0.2723400319990614,-0.149136820593315
donchian_breakout,0,train,trade_filter,1.0,1.0,1.0,1.0,1.0,,,,,,,,
donchian_breakout,0,train,regime_classifier,,0.9929078014184397,,,,0.664,0.9893900709219857,,,,,,
donchian_breakout,0,train,mfe_mae,,,,,,,,1.0540833757551096,1.2123293193038818,1.622220804291262,2.2229791364038594,0.613887719697048,0.4610974527621271
donchian_breakout,0,valid,trade_filter,0.8494752225322174,0.7675276752767528,0.6056338028169014,0.5512820512820513,0.5771812080536913,,,,,,,,
donchian_breakout,0,valid,regime_classifier,,0.992619926199262,,,,0.6637167658161119,0.9889462171633794,,,,,,
donchian_breakout,0,valid,mfe_mae,,,,,,,,2.4949753907533814,2.470292496481773,9.56149494146929,2.9176850589065966,-0.01840153743801798,-3.5642106822911774
donchian_breakout,0,test,trade_filter,0.8133333333333332,0.7063291139240506,0.6538461538461539,0.36428571428571427,0.46788990825688076,,,,,,,,
donchian_breakout,0,test,regime_classifier,,0.9848101265822785,,,,0.6611702736745677,0.9772778070087708,,,,,,
donchian_breakout,0,test,mfe_mae,,,,,,,,1.5999001837986695,2.0847315957986967,2.014890728558626,2.411770641937764,-0.06627432662442345,-3.4030374933722394
donchian_breakout,1,train,trade_filter,1.0,1.0,1.0,1.0,1.0,,,,,,,,
donchian_breakout,1,train,regime_classifier,,0.9927667269439421,,,,0.6637511839747043,0.9891711980002006,,,,,,
donchian_breakout,1,train,mfe_mae,,,,,,,,1.5830889008045892,0.8821835935498087,6.487491265359344,1.6420486777237768,0.1626305596458738,0.4985869580706884
donchian_breakout,1,valid,trade_filter,0.8353501400560224,0.7012658227848101,0.6617647058823529,0.32142857142857145,0.4326923076923077,,,,,,,,
donchian_breakout,1,valid,regime_classifier,,0.9848101265822785,,,,0.6611702736745677,0.9772778070087708,,,,,,
donchian_breakout,1,valid,mfe_mae,,,,,,,,6.9132284620171855,1.127316697171636,8.751192048142345,1.4025152806824575,-19.114089812056882,-0.48900301958050996
donchian_breakout,1,test,trade_filter,0.8503496503496503,0.7516778523489933,0.5217391304347826,0.6153846153846154,0.5647058823529412,,,,,,,,
donchian_breakout,1,test,regime_classifier,,1.0,,,,1.0,1.0,,,,,,
donchian_breakout,1,test,mfe_mae,,,,,,,,2.0915906140334397,1.5449546129300782,3.1833440146469023,2.0079590134536143,-0.6799555690038024,-0.1348881695407389
tight_range_breakout,0,train,trade_filter,1.0,1.0,1.0,1.0,1.0,,,,,,,,
tight_range_breakout,0,train,regime_classifier,,0.99644128113879,,,,0.9966268093140339,0.9964389519584153,,,,,,
tight_range_breakout,0,train,mfe_mae,,,,,,,,1.572512869077502,0.5939254843899061,3.589713954934019,0.8921537000175456,0.3761716136833574,0.6695664013392115
tight_range_breakout,0,valid,trade_filter,0.7269451424778341,0.8856589147286822,0.47540983606557374,0.25217391304347825,0.32954545454545453,,,,,,,,
tight_range_breakout,0,valid,regime_classifier,,0.6308139534883721,,,,0.6670341071047968,0.598549304333761,,,,,,
tight_range_breakout,0,valid,mfe_mae,,,,,,,,1.7918419245989612,1.212169984480098,2.1949784667330148,1.6368364526695514,-0.2740441969363767,-0.3412298279569994
tight_range_breakout,0,test,trade_filter,0.7471141172892255,0.8466850828729282,0.5147058823529411,0.30973451327433627,0.3867403314917127,,,,,,,,
tight_range_breakout,0,test,regime_classifier,,0.7803867403314917,,,,0.7930184627988129,0.7733182688221006,,,,,,
tight_range_breakout,0,test,mfe_mae,,,,,,,,1.590342717431974,1.7138331851205353,2.029036174871298,1.9871572286351469,-0.1854608575457064,-1.1328718434543172
tight_range_breakout,1,train,trade_filter,0.9991308708006017,0.984006092916984,0.9926470588235294,0.8709677419354839,0.9278350515463918,,,,,,,,
tight_range_breakout,1,train,regime_classifier,,0.9992383853769993,,,,0.999232885675389,0.9992381267010824,,,,,,
tight_range_breakout,1,train,mfe_mae,,,,,,,,0.913747298737715,0.5819583894846074,1.9084683757829464,0.8070574457117764,0.5440967503830771,0.6902644805748586
tight_range_breakout,1,valid,trade_filter,0.7649435858812623,0.8480662983425414,0.5405405405405406,0.17699115044247787,0.26666666666666666,,,,,,,,
tight_range_breakout,1,valid,regime_classifier,,0.9668508287292817,,,,0.9649052593449688,0.9664457682540606,,,,,,
tight_range_breakout,1,valid,mfe_mae,,,,,,,,1.5496070994733384,1.1030465568958503,2.073382824921141,1.4923185729275017,-0.237846041390521,-0.20288300091518763
tight_range_breakout,1,test,trade_filter,0.874074074074074,0.8461538461538461,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,
tight_range_breakout,1,test,regime_classifier,,1.0,,,,1.0,1.0,,,,,,
tight_range_breakout,1,test,mfe_mae,,,,,,,,2.1746326782201764,2.289042603634473,2.6255911919106,3.161169340541957,-0.06129582018897639,-0.4942381429753533
